0.87701	0.38667
0.96168	0.39643
0.22684	0.70206
0.94867	0.40671
0.38734	0.98479
0.66660	0.93478
0.33595	0.92679
0.40199	0.98423
0.77552	0.91456
0.77916	0.81213
0.86641	0.64078
0.88721	0.62365
0.85744	0.57475
0.77889	0.91496
0.75326	0.86467
0.23876	0.73707
0.00000	0.55127
0.37918	0.96550
0.38589	0.72991
0.80522	0.89098
0.38637	0.97320
0.68730	0.66946
0.62520	0.50125
0.49180	0.25487
0.00787	0.53135
0.85545	0.57569
0.82344	0.12365
0.82361	0.12404
0.82373	0.12269
0.70439	0.55598
0.67723	0.24371
0.00912	0.53656
0.00632	0.55499
0.00137	0.54619
0.00239	0.54775
0.00794	0.55078
0.00826	0.52581
0.01741	0.54405
0.01030	0.55924
0.06821	0.45175
0.50614	0.07950
0.74586	0.09269
0.90529	0.41230
0.82728	0.17393
0.65180	0.21712
0.87999	0.44866
0.82689	0.17304
0.89577	0.40100
0.89519	0.35607
0.85566	0.34849
0.94768	0.40889
0.81662	0.44089
0.90061	0.39398
0.96289	0.39593
0.89222	0.40722
0.79352	0.89242
0.77517	0.82908
0.79067	0.86846
0.76014	0.91116
0.77348	0.82834
0.66256	0.93978
0.77663	0.82869
0.24013	0.48424
0.71012	0.61792
0.82898	0.56788
0.84216	0.69768
0.21583	0.46701
0.75903	0.80425
0.12262	0.53229
0.77528	0.81097
0.66016	0.94547
0.88760	0.43731
0.27522	0.62447
0.88802	0.44631
0.16611	0.50890
0.67973	0.65078
0.75183	0.83367
0.75549	0.82996
0.02327	0.49671
0.74979	0.60125
0.81083	0.51490
0.97560	0.64258
0.63243	0.85916
0.66049	0.57559
0.82627	0.58512
0.88949	0.48130
0.81267	0.74012
0.29152	0.63122
0.46395	0.50594
0.81509	0.76499
0.78664	0.87493
0.70554	0.75254
0.76788	0.81913
0.08060	0.62739
0.72695	0.81475
0.46457	0.50932
0.89090	0.46271
0.32487	0.86693
0.27439	0.70661
0.26735	0.75885
0.46402	0.50837
0.53663	0.52888
0.14691	0.65481
0.16646	0.67838
0.66875	0.27206
0.54749	0.12337
0.27593	0.55644
0.76777	0.68317
0.27820	0.65183
0.67522	0.25921
0.28877	0.28220
0.16753	0.70364
0.27731	0.69863
0.77910	0.31200
0.57484	0.48066
0.46564	0.49161
0.76782	0.40837
0.27291	0.61250
0.68003	0.49234
0.27421	0.55643
0.68251	0.64357
0.53541	0.21742
0.57236	0.33927
0.44956	0.37425
0.56661	0.31010
0.64727	0.73653
0.54440	0.10326
0.77801	0.15820
0.37531	0.36105
0.16695	0.68035
0.28843	0.54502
0.70950	0.63132
0.31543	0.29608
0.31610	0.29984
0.31173	0.31912
0.74020	0.62004
0.28954	0.29304
0.73783	0.61814
0.70957	0.63230
0.68997	0.55808
0.93126	0.41029
0.37968	0.73148
0.48823	0.19079
0.40772	0.77842
0.59613	0.55405
0.27124	0.54511
0.67180	0.81623
0.66148	0.81735
0.55704	0.48731
0.43252	0.23599
0.39751	0.80190
0.84863	0.45447
0.70493	0.87334
0.30833	0.60615
0.70447	0.37099
0.25493	0.66347
0.59477	0.50479
0.47524	0.15259
0.40482	0.95007
0.72884	0.28514
0.89427	0.34925
0.87873	0.29212
0.93753	0.36924
0.58697	0.18778
0.82070	0.25738
0.74597	0.31191
0.73654	0.13663
0.63767	0.41380
0.73878	0.39910
0.38628	0.68630
0.67241	0.52719
0.74768	0.67996
0.96280	0.36449
0.96364	0.36446
0.73238	0.87347
0.70883	0.88956
0.83668	0.68860
0.89454	0.65921
0.86526	0.48435
0.88319	0.64305
0.02621	0.56327
0.81886	0.84063
0.94683	0.37395
0.78700	0.74281
0.88207	0.67641
0.88945	0.66505
0.86122	0.67044
0.90009	0.64593
0.88149	0.65515
0.79951	0.66450
0.04539	0.57924
0.05044	0.56327
0.04031	0.57433
0.05314	0.58921
0.05776	0.60712
0.04713	0.57680
0.05751	0.59402
0.04075	0.56539
0.04673	0.56778
0.41822	0.89965
0.06761	0.68092
0.04259	0.53714
0.05413	0.71755
0.06957	0.67962
0.77443	0.63420
0.06291	0.60624
0.04487	0.55095
0.83284	0.43716
0.28154	0.83011
0.02980	0.58287
0.60170	0.56096
0.04655	0.70559
0.79734	0.60943
0.43938	0.53965
0.04903	0.55740
0.05920	0.68030
0.88827	0.66641
0.12034	0.63229
0.06134	0.68032
